case_id,lesson_id,document_id,claim,source_chunk_id,page,slide,start_time,end_time,support,notes,reviewer,review_status
,lesson_59,doc_25,,chunk_video_lesson_59_058,,,249.88,253.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_059,,,253.88,256.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_060,,,256.88,260.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_061,,,260.88,265.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_062,,,265.88,267.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_063,,,267.88,272.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_064,,,272.88,274.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_065,,,274.88,278.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_066,,,278.88,281.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_067,,,281.88,285.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_068,,,285.88,288.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_069,,,288.88,291.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_070,,,291.88,292.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_071,,,292.88,296.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_072,,,296.88,302.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_073,,,302.88,306.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_074,,,306.88,308.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_075,,,308.88,312.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_076,,,312.88,317.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_077,,,317.88,324.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_078,,,324.88,330.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_079,,,330.88,333.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_080,,,333.88,336.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_081,,,336.88,339.88,,,,
,lesson_59,doc_25,,chunk_video_lesson_59_082,,,339.88,341.88,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_001,,,3.18,7.8,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_002,,,7.8,13.48,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_003,,,13.48,17.46,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_004,,,17.46,22.32,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_005,,,22.32,26.52,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_006,,,26.52,30.16,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_007,,,30.16,34.3,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_008,,,34.3,39.16,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_009,,,39.16,43.84,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_010,,,43.84,48.22,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_011,,,48.22,53.04,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_012,,,53.04,56.92,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_013,,,56.92,61.52,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_014,,,61.52,66.48,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_015,,,66.48,71.76,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_016,,,71.76,75.44,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_017,,,75.44,79.24,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_018,,,79.24,83.28,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_019,,,83.28,86.76,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_020,,,86.76,91.88,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_021,,,91.88,96.72,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_022,,,96.72,100.36,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_023,,,100.36,104.8,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_024,,,104.8,108.24,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_025,,,108.24,113.0,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_026,,,113.0,117.56,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_027,,,117.56,122.04,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_028,,,122.04,126.68,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_029,,,126.68,129.76,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_030,,,129.76,133.68,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_031,,,133.68,137.92,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_032,,,138.88,145.36,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_033,,,145.36,150.88,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_034,,,150.88,154.84,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_035,,,154.84,158.28,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_036,,,158.28,163.96,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_037,,,163.96,167.64,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_038,,,167.64,172.36,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_039,,,172.36,176.92,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_040,,,176.92,180.64,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_041,,,180.64,185.2,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_042,,,185.2,189.32,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_043,,,189.32,195.64,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_044,,,195.68,199.48,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_045,,,199.48,203.8,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_046,,,203.8,209.6,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_047,,,209.6,213.2,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_048,,,213.2,216.84,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_049,,,216.84,221.0,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_050,,,221.0,224.92,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_051,,,224.92,228.68,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_052,,,228.68,232.6,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_053,,,232.6,235.6,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_054,,,235.6,239.64,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_055,,,239.64,242.84,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_056,,,242.84,249.29,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_057,,,249.29,254.25,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_058,,,254.25,257.85,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_059,,,257.85,260.17,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_060,,,260.17,263.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_061,,,263.69,266.49,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_062,,,266.49,269.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_063,,,269.89,273.17,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_064,,,273.17,276.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_065,,,276.69,279.41,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_066,,,279.41,282.65,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_067,,,282.69,286.45,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_068,,,286.45,290.49,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_069,,,290.49,293.49,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_070,,,293.49,295.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_071,,,295.89,299.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_072,,,299.97,302.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_319,,,900.65,903.17,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_320,,,903.17,905.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_321,,,905.61,908.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_322,,,908.37,909.81,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_323,,,909.81,912.81,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_324,,,912.85,916.57,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_325,,,916.57,919.33,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_326,,,919.33,921.53,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_327,,,921.53,923.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_328,,,923.97,927.21,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_329,,,927.21,929.53,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_330,,,929.53,931.65,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_331,,,931.65,933.13,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_332,,,933.13,936.13,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_333,,,936.13,940.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_334,,,940.65,943.65,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_335,,,943.65,945.53,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_336,,,945.53,947.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_337,,,947.61,950.21,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_338,,,950.21,952.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_339,,,952.37,954.33,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_340,,,954.33,956.81,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_341,,,956.81,958.33,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_342,,,958.33,960.45,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_343,,,960.45,962.53,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_344,,,962.53,964.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_345,,,964.97,968.41,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_346,,,968.41,970.01,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_347,,,970.05,972.21,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_348,,,972.21,977.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_349,,,977.61,983.43,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_350,,,983.43,986.55,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_351,,,986.55,990.07,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_352,,,990.07,991.19,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_353,,,991.19,993.27,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_354,,,993.27,995.83,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_355,,,995.83,1000.87,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_356,,,1000.87,1002.59,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_357,,,1002.59,1006.36,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_358,,,1006.36,1010.28,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_359,,,1010.28,1013.2,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_360,,,1013.2,1015.6,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_361,,,1015.6,1019.72,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_362,,,1019.72,1022.56,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_363,,,1022.56,1024.76,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_364,,,1024.76,1029.52,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_365,,,1029.52,1031.08,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_366,,,1031.08,1033.88,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_367,,,1033.92,1036.72,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_368,,,1036.72,1039.16,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_369,,,1039.16,1040.6,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_370,,,1040.6,1043.52,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_371,,,1043.52,1045.68,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_372,,,1045.68,1048.68,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_373,,,1048.68,1052.36,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_374,,,1052.36,1055.84,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_375,,,1055.84,1059.24,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_376,,,1059.24,1061.48,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_377,,,1061.48,1063.4,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_378,,,1063.4,1065.8,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_379,,,1065.8,1070.0,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_380,,,1070.0,1072.96,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_381,,,1072.96,1075.4,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_382,,,1075.4,1077.44,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_383,,,1077.44,1080.8,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_384,,,1080.8,1082.64,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_385,,,1082.64,1086.28,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_386,,,1086.28,1088.84,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_387,,,1088.84,1090.6,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_388,,,1090.64,1093.28,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_389,,,1093.28,1095.72,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_390,,,1095.72,1100.82,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_391,,,1100.82,1102.3,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_392,,,1102.3,1105.1,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_393,,,1105.1,1106.9,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_394,,,1106.9,1108.7,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_395,,,1108.7,1111.06,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_396,,,1111.06,1113.34,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_397,,,1113.34,1115.14,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_398,,,1115.14,1117.86,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_399,,,1117.86,1119.54,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_400,,,1119.54,1121.7,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_401,,,1121.7,1124.86,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_402,,,1124.86,1127.18,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_403,,,1127.18,1129.1,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_404,,,1129.1,1131.78,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_405,,,1131.78,1133.54,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_406,,,1133.54,1135.5,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_407,,,1135.5,1137.14,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_408,,,1137.14,1140.18,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_409,,,1140.18,1142.7,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_410,,,1142.7,1145.14,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_411,,,1145.14,1147.5,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_412,,,1147.5,1149.14,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_413,,,1149.14,1152.5,,,,
